que,20354
de,17902
y,17869
la,10206
a,9650
el,8045
en,8043
no,5887
los,4690
se,4644
con,4125
por,3764
las,3420
lo,3402
le,3367
su,3333
don,2626
del,2450
me,2324
como,2223
es,2080
más,2014
yo,1952
un,1907
si,1867
al,1696
mi,1675
quijote,1635
sancho,1620
para,1403
porque,1376
ni,1332
una,1312
él,1261
tan,1197
o,1185
todo,1137
sin,1129
ser,1054
ha,1041
sus,1038
había,1030
pero,1007
bien,985
señor,970
así,961
dijo,926
merced,898
esto,870
vuestra,825
todos,808
era,749
cuando,745
ya,739
pues,713
te,709
cual,691
sino,688
dos,677
donde,667
caballero,640
fue,639
este,621
esta,602
quien,600
ella,584
decir,574
qué,554
muy,528
hacer,526
he,524
aunque,519
señora,508
otra,505
dios,499
mí,497
otro,494
aquí,489
aquel,481
estaba,477
son,475
hay,454
sobre,451
nos,445
mal,444
cosa,442
os,437
buen,434
está,426
verdad,421
allí,421
tal,419
tanto,413
ver,405
tengo,399
mundo,389
mis,386
alguna,381
sé,380
hasta,379
tiene,376
luego,374
poco,373
entre,370
todas,366
dar,364
dicho,358
parte,357
buena,356
vida,354
tenía,349
uno,347
han,346
les,345
cosas,344
lugar,343
menos,336
gran,333
aquella,333
casa,332
manera,324
soy,324
ahora,324
tiempo,321
tu,321
toda,314
puesto,304
mano,301
panza,298
digo,295
dio,293
caballeros,292
amo,292
ellos,292
mejor,290
mucho,289
sí,289
fuera,284
antes,283
puede,282
visto,281
ojos,280
algún,279
dulcinea,274
día,271
tierra,271
otras,271
hecho,270
sea,266
otros,259
padre,256
quiero,255
aun,252
haber,252
eso,251
hombre,251
cura,251
habían,250
cielo,249
respondió,248
tú,246
vio,245
camino,245
parece,244
saber,244
hizo,242
amigo,241
estas,241
tener,239
historia,239
manos,237
días,237
muchas,236
escudero,236
cuanto,234
mas,232
tres,231
desta,229
fin,228
mujer,221
dice,220
será,217
mesmo,216
cada,214
cabeza,214
también,212
noche,211
cuenta,210
punto,209
fuese,206
veces,204
nuestro,203
parecer,200
rocinante,199
vuesa,199
razones,199
diciendo,197
caballo,197
estos,196
muchos,194
debe,193
gusto,193
andante,193
podía,193
cómo,193
sólo,193
pie,193
después,191
grande,191
eran,191
vez,189
llegó,185
primero,185
mío,185
vos,184
mil,182
decía,181
mucha,180
duda,177
voz,177
duque,177
estaban,175
mismo,175
adelante,173
nombre,173
gobernador,171
modo,167
desde,166
quién,165
mancha,163
estar,162
andantes,162
iba,161
toboso,161
sido,161
hija,161
dado,161
nada,161
voluntad,160
según,160
deseo,158
quiso,158
duquesa,157
gente,156
armas,155
vuestro,154
aquellos,154
cuatro,154
ventura,153
rostro,152
viendo,151
hace,151
alma,151
capítulo,151
tales,151
venía,151
tanta,149
entender,149
razón,149
muerte,149
fueron,148
menester,147
palabra,147
deste,147
has,145
va,145
siempre,144
señores,143
cuales,143
entonces,143
nunca,142
puso,142
caballería,142
mía,142
suelo,141
tienen,141
camila,141
corazón,140
quiere,140
dicen,140
barbero,139
nadie,139
doncella,139
venta,139
ir,139
suerte,139
castillo,139
alguno,138
cuerpo,138
nuestra,138
hermosa,138
jamás,138
agora,137
vino,137
ninguna,137
libros,137
lotario,136
pies,134
comenzó,132
persona,132
finalmente,132
unos,132
voces,132
anselmo,132
quedó,132
fernando,131
mala,131
mayor,131
rey,129
años,129
dél,129
tus,129
caso,129
aventura,128
fuerza,128
salir,128
algo,127
memoria,126
poner,126
oído,126
grandes,126
ellas,125
mitad,125
tuvo,123
hermosura,123
palabras,123
delante,123
causa,122
contra,122
posible,121
fama,121
cierto,121
volvió,121
amor,120
algunos,119
rucio,119
contento,118
demás,117
sabe,117
hacía,116
ínsula,116
están,114
pasar,114
venir,114
casi,113
haya,113
sería,113
gobierno,112
nuevo,112
ese,111
dejar,111
espada,111
ello,110
debía,110
figura,110
loco,109
tantas,109
siendo,108
nosotros,108
éste,108
hora,108
junto,108
volver,107
habéis,107
da,106
boca,106
muerto,106
daba,105
pena,105
intención,105
tomar,105
aquello,104
buscar,104
apenas,104
ocasión,104
pueblo,104
ventero,104
triste,104
dorotea,101
della,101
partes,101
hombres,101
unas,101
ciudad,101
lengua,100
poder,100
buenos,100
llevar,99
pensamientos,99
bueno,99
paso,99
pareció,99
estado,99
pudo,99
comer,99
estoy,99
medio,98
lágrimas,98
luscinda,97
hermano,97
pienso,97
tantos,97
solo,97
bachiller,97
dellos,96
puedo,96
adonde,96
quería,96
vista,96
hablar,96
aquellas,95
pedro,95
pobre,95
parecía,95
ninguno,95
libro,94
orden,94
creo,94
cardenio,94
oro,93
aposento,93
traía,93
carta,93
hijo,93
hubo,93
viene,93
aventuras,92
primera,92
buenas,92
diablo,91
brazos,91
podría,90
conmigo,90
esa,90
suyo,90
estando,90
cabo,89
entrar,89
sabía,89
pudiera,88
pensar,88
cuento,88
fe,88
suele,87
dando,87
salió,87
famoso,87
puerta,86
asno,86
algunas,85
pecho,85
mañana,85
mesma,85
dieron,85
habiendo,85
gana,84
campo,84
vuestras,83
juicio,83
pueden,83
ésta,83
quisiera,82
valor,82
sazón,82
cuantos,82
tras,82
dejó,82
trabajo,82
nuevas,82
ti,82
batalla,81
dé,81
natural,80
cuya,80
preguntó,80
entendimiento,79
libertad,79
madre,79
locura,78
sol,78
peligro,78
pensamiento,78
llaman,78
pasó,78
tenga,78
marido,78
cerca,78
aún,77
sean,77
quizá,77
pueda,77
autor,77
misma,77
desgracia,77
brazo,76
agua,76
zoraida,76
mercedes,76
seis,76
rico,76
honra,76
allá,76
caballerías,76
presto,75
falta,75
hubiera,75
españa,74
semejantes,74
mozo,74
hoy,74
doña,74
debajo,74
sucedió,74
criado,73
eres,73
mira,73
fortuna,73
priesa,73
remedio,73
nuestros,73
silencio,73
hacen,72
haga,72
venían,72
deseos,72
reino,72
jumento,72
podrá,72
espacio,71
doncellas,71
licencia,71
e,71
entró,71
valeroso,71
condición,71
cuán,70
halló,70
llegar,70
cristiano,70
discreto,70
padres,70
haré,69
hicieron,69
fuere,69
vestido,69
leído,69
cristianos,69
teresa,69
llegaron,69
quisiere,69
mandó,68
pasado,67
ama,67
pensaba,67
suceso,67
tomó,67
suya,67
dueña,66
hazañas,66
tenían,66
espaldas,66
mayores,66
esperar,65
hemos,65
hago,65
muestras,65
leer,65
oír,65
gracias,65
silla,65
barbas,65
andar,65
virtud,65
ánimo,65
sangre,65
tenido,64
creer,64
llamaba,64
querer,64
culpa,64
criados,64
luz,64
lanza,64
pan,64
escuderos,64
grandeza,63
maese,63
noticia,63
señal,63
edad,63
amigos,63
discurso,63
verde,62
ansí,62
enemigo,62
encantadores,62
querría,62
dormir,62
labrador,62
daño,61
sucesos,61
hidalgo,61
compañía,61
hijos,61
consigo,61
queda,61
azotes,61
obra,61
dije,60
diese,60
haciendo,60
tuviese,60
sola,60
temor,60
oyendo,60
sansón,60
dolor,60
cuyo,59
hambre,59
resolución,59
hubiese,59
ningún,59
diez,59
dineros,59
quedaron,59
antonio,59
renegado,59
par,59
provecho,59
presente,58
principal,58
oídos,58
diga,58
paz,58
mar,58
vieron,58
mirar,58
vea,58
obras,58
acabó,58
media,58
llama,57
vi,57
esposo,57
enamorado,57
dijese,57
pastor,57
estuvo,57
principio,57
veo,57
valiente,57
pasaba,57
hallado,57
libre,57
lado,56
caer,56
necesidad,56
hallar,56
oficio,56
consejo,56
encantado,56
ante,56
quitar,55
carrasco,55
encima,55
altisidora,55
alta,55
nueva,55
